experiment_id,experiment_type,subject_id,note,random_seed,created_at,order_index,block_index,condition_id,mode,direction_percent,first_half_direction_percent,second_half_direction_percent,pulse_duration_ms,pulse_phase,sine_amplitude_percent,sine_period_steps,sine_phase_offset,region_mask
EX0912-100612,experiment_6,1,,768109,2026-09-12T10:06:12.015674,1,1,EIC,pulse,0,0,0,250,P_start,,,,
EX0912-100612,experiment_6,1,,768109,2026-09-12T10:06:12.015674,2,2,EHO,pulse,0,0,0,250,P_mid,,,,
EX0912-100612,experiment_6,1,,768109,2026-09-12T10:06:12.015674,3,3,ETO,pulse,0,0,0,250,P_end,,,,
