condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_speedInvalidReason,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,43,43,0,43,632354.411,-0.060,0.081,0.060,0.993,1965,671,1459,2344,2107,0,252,1979,52,0.000,0,WARMING_UP,64,1,5.066,0.421,-2.375,-2.938,3.375,0.184,0.160,1.059,-0.047,-0.418,-0.172,0.000,0.000,0.000,0.000,2,NULL,NULL,1064.000,0,0,0,7,255,0,250,0,0
baseline,48,48,0,48,632359.411,-0.060,0.081,0.060,0.993,1928,658,1475,2296,2126,0,256,1976,52,0.000,0,WARMING_UP,64,1,3.787,0.129,0.750,-2.625,-2.625,0.176,0.113,0.996,-0.113,0.063,0.133,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,52,52,0,52,632364.410,-0.060,0.081,0.060,0.993,1879,651,1476,2277,2132,0,267,1977,52,0.000,0,WARMING_UP,64,1,3.403,0.184,2.625,-1.500,-1.563,0.121,0.133,0.973,-0.113,0.145,0.133,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,58,58,0,58,632369.412,-0.060,0.082,0.060,0.993,1823,625,1465,2253,2133,0,267,1966,52,0.000,0,WARMING_UP,64,1,3.722,0.218,0.000,-2.438,2.813,0.152,0.133,0.988,0.078,0.203,0.047,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,62,62,0,62,632374.410,-0.060,0.082,0.060,0.993,1780,587,1458,2211,2125,0,261,1968,52,0.000,0,WARMING_UP,64,1,3.707,0.214,-1.375,-3.313,0.938,0.188,0.141,1.012,0.078,0.199,0.047,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,68,68,0,68,632379.411,-0.060,0.082,0.060,0.993,1721,560,1452,2173,2123,0,261,1971,52,0.000,0,WARMING_UP,64,1,5.585,0.253,3.813,-2.625,-3.125,0.172,0.176,0.988,-0.156,0.199,0.160,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,72,72,0,72,632384.410,-0.060,0.082,0.060,0.993,1647,545,1454,2147,2129,0,248,1960,52,0.000,0,WARMING_UP,64,1,4.208,0.253,2.063,-2.625,-2.563,0.137,0.121,1.023,-0.156,0.199,0.332,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,78,78,0,78,632389.411,-0.060,0.082,0.060,0.993,1607,499,1440,2099,2119,0,244,1960,52,0.000,0,WARMING_UP,64,1,2.874,0.340,0.188,-2.813,0.563,0.164,0.070,0.957,-0.016,0.340,0.160,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,82,82,0,82,632394.410,-0.061,0.082,0.061,0.993,1529,475,1428,2069,2119,0,228,1945,52,0.000,0,WARMING_UP,64,1,7.887,0.340,6.875,-3.188,-2.188,0.168,0.270,0.984,-0.016,0.340,0.242,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88,88,0,88,632399.412,-0.061,0.082,0.060,0.993,1453,437,1405,2023,2111,0,213,1928,52,0.000,0,WARMING_UP,64,1,5.881,0.621,-1.625,-3.500,-4.438,0.141,0.098,1.063,-0.016,0.621,0.242,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,93,93,0,93,632404.412,-0.061,0.083,0.061,0.993,1391,410,1390,1973,2115,0,185,1918,52,0.000,0,WARMING_UP,64,1,5.886,0.660,5.000,-2.375,2.000,0.180,0.039,0.883,-0.223,0.621,0.242,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,632409.412,-0.061,0.083,0.061,0.993,1284,393,1387,1943,2108,0,156,1913,52,0.000,0,WARMING_UP,64,1,8.933,0.621,6.375,-4.000,-4.813,0.156,0.355,1.078,-0.012,0.621,0.684,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,102,102,0,102,632414.410,-0.061,0.083,0.061,0.993,1215,359,1372,1892,2091,0,135,1897,52,0.000,0,WARMING_UP,64,1,5.429,0.996,-4.000,-2.688,-2.500,0.152,-0.070,0.969,-0.012,0.996,-0.441,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,108,108,0,108,632419.411,-0.061,0.083,0.061,0.993,1147,344,1369,1847,2087,0,125,1881,52,0.000,0,WARMING_UP,64,1,14.092,1.098,13.625,-3.563,0.500,0.188,0.270,0.938,-0.012,-1.098,-0.191,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,112,112,0,112,632424.410,-0.061,0.083,0.061,0.993,1062,330,1358,1787,2072,0,107,1874,52,0.000,0,WARMING_UP,64,1,11.173,0.501,-4.938,-3.375,-9.438,0.125,0.129,1.121,0.281,0.414,-0.191,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
