condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_speedInvalidReason,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,4,4,0,4,1056938.405,0.888,0.119,0.179,0.406,0,0,1237,0,2325,30,1275,2271,50,0.825,1,VALID,555,0,399.095,15.581,6.563,-395.250,-54.875,-0.469,-0.785,2.238,-13.492,7.793,6.641,0.032,0.028,1.009,1.081,3,NULL,NULL,1092.000,2,0,2,7,255,1048,300,0,0
baseline,9,9,0,9,1056943.406,0.884,0.125,0.196,0.406,0,0,1035,0,2191,0,1315,2173,50,0.825,1,VALID,555,0,421.049,16.257,21.750,-417.125,-53.063,-0.316,-0.707,2.215,-14.598,7.156,6.512,0.032,0.034,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,14,14,0,14,1056948.405,0.879,0.131,0.213,0.406,0,0,823,0,2056,0,1351,2025,50,0.825,1,VALID,555,0,441.723,16.216,28.000,-438.500,-45.313,0.000,-0.613,2.203,-14.598,7.063,6.512,0.032,0.040,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,19,19,0,19,1056953.407,0.874,0.137,0.232,0.405,0,0,573,0,1843,0,1391,1875,50,0.825,1,VALID,555,0,462.305,14.084,29.813,-458.625,-50.000,0.383,-0.445,2.117,-12.652,6.188,7.629,0.034,0.046,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,24,24,0,24,1056958.405,0.867,0.143,0.251,0.405,0,0,379,0,1652,0,1415,1724,50,0.825,1,VALID,555,0,486.872,10.988,7.438,-480.688,-77.000,0.555,-0.375,2.137,-9.621,5.309,8.738,0.040,0.056,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,29,29,0,29,1056963.406,0.860,0.151,0.270,0.406,0,0,253,0,1452,0,1417,1526,50,0.825,1,VALID,555,0,500.054,10.988,-14.813,-492.938,-82.750,0.590,-0.441,2.297,-9.621,5.309,9.516,0.048,0.064,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,34,34,0,34,1056968.405,0.852,0.159,0.289,0.406,0,0,167,0,1245,0,1413,1387,50,0.825,1,VALID,555,0,502.325,12.187,-21.500,-496.000,-76.500,0.652,-0.531,2.664,-10.504,6.180,10.465,0.056,0.074,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,39,39,0,39,1056973.407,0.844,0.166,0.308,0.406,0,0,136,0,1045,0,1355,1203,50,0.825,1,VALID,555,0,496.544,14.996,-4.875,-490.375,-77.875,0.730,-0.875,2.840,-13.145,7.219,12.848,0.064,0.084,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,44,44,0,44,1056978.405,0.836,0.172,0.327,0.406,0,0,47,0,808,0,1326,1044,50,0.825,1,VALID,555,0,491.353,18.657,19.500,-482.125,-92.750,0.648,-0.844,3.035,-16.852,8.008,13.719,0.074,0.094,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,49,49,0,49,1056983.406,0.827,0.176,0.346,0.406,0,0,41,0,637,0,1269,893,50,0.825,1,VALID,555,0,498.239,20.910,61.625,-480.688,-115.688,0.555,-0.742,2.953,-18.547,9.656,13.719,0.082,0.106,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,54,54,0,54,1056988.405,0.819,0.178,0.366,0.405,0,0,18,0,540,0,1143,776,50,0.825,1,VALID,555,0,500.725,21.486,84.125,-479.188,-118.438,0.500,-0.555,2.703,-18.547,10.848,11.590,0.092,0.116,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,59,59,0,59,1056993.407,0.809,0.181,0.386,0.405,0,0,10,0,432,0,1055,667,50,0.825,1,VALID,555,0,500.156,20.298,86.750,-473.875,-134.438,0.465,-0.660,2.492,-17.156,10.848,8.871,0.104,0.130,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,64,64,0,64,1056998.405,0.800,0.183,0.405,0.404,0,0,7,0,359,0,955,563,50,0.825,1,VALID,555,0,497.864,20.380,83.313,-471.500,-136.438,0.391,-0.531,2.504,-17.012,11.223,6.551,0.118,0.146,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,69,69,0,69,1057003.407,0.790,0.185,0.424,0.403,0,0,0,0,285,0,799,523,50,0.825,1,VALID,555,0,501.661,20.602,90.625,-472.250,-142.938,0.266,-0.539,2.410,-17.156,11.406,5.176,0.132,0.162,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,74,74,0,74,1057008.405,0.779,0.186,0.443,0.402,0,0,0,0,255,0,648,471,50,0.825,1,VALID,555,0,503.945,20.482,102.625,-475.313,-132.313,0.227,-0.520,2.176,-17.012,11.406,2.723,0.148,0.178,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,79,79,0,79,1057013.406,0.769,0.188,0.462,0.399,0,0,0,0,211,0,456,402,50,0.825,1,VALID,555,0,489.987,19.456,113.125,-462.500,-115.688,0.230,-0.563,1.840,-16.359,10.531,0.555,0.166,0.198,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,84,84,0,84,1057018.405,0.759,0.189,0.480,0.397,0,0,0,0,164,0,248,349,50,0.825,1,VALID,555,0,479.441,17.084,113.563,-453.000,-108.438,0.227,-0.391,1.555,-15.012,8.156,-1.531,0.186,0.220,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,89,89,0,89,1057023.407,0.749,0.190,0.497,0.394,0,0,0,0,115,0,41,312,50,0.825,1,VALID,555,0,456.411,14.361,102.500,-433.750,-98.313,0.191,-0.387,1.238,-12.262,7.477,-3.031,0.206,0.242,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,94,94,0,94,1057028.405,0.740,0.192,0.513,0.391,0,0,0,0,43,0,0,277,50,0.825,1,VALID,555,0,422.101,12.433,84.063,-405.563,-81.375,0.180,-0.563,1.109,-11.129,5.543,-4.883,0.230,0.266,1.009,1.081,3,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,99,99,0,99,1057033.407,0.731,0.194,0.527,0.388,0,0,0,4,0,0,0,204,50,0.825,1,VALID,555,0,383.868,11.708,79.938,-366.375,-82.063,0.137,-0.813,0.977,-11.129,3.637,-5.965,0.258,0.298,1.009,1.081,4,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,104,104,0,104,1057038.405,0.723,0.192,0.539,0.386,0,0,0,31,0,0,0,149,50,0.825,1,VALID,555,0,344.250,12.302,107.875,-306.250,-114.375,0.090,-1.031,0.805,-12.230,1.320,-7.391,0.292,0.332,1.009,1.081,0,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,109,109,0,109,1057043.407,0.716,0.189,0.550,0.385,0,0,0,54,0,0,0,75,50,0.825,1,VALID,555,0,310.948,12.288,114.750,-252.688,-140.250,-0.238,-0.965,0.609,-12.230,-1.184,-8.867,0.328,0.370,1.009,1.081,0,NULL,NULL,,2,0,2,7,255,1048,300,0,0
baseline,114,114,0,114,1057048.405,0.710,0.185,0.559,0.385,0,0,0,89,0,0,0,41,50,0.825,1,VALID,555,0,266.787,11.106,105.500,-195.250,-148.063,-0.691,-0.965,0.621,-11.043,-1.184,-12.535,0.368,0.410,1.009,1.081,0,NULL,NULL,,2,0,2,7,255,1048,300,0,0
