condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,14,14,0,391077.253,-0.987,0.129,-0.090,-0.028,2955,159,0,3061,0,927,219,550,66,0.000,61,1,1.798,0.099,0.680,1.460,0.800,-0.021,0.249,0.972,0.076,0.064,-0.052,0.000,0.000,0.161,0.316,2,NULL,NULL,909.000,0,0,0,7,255,450,250,0,0
baseline,14,14,0,391082.253,-0.987,0.129,-0.090,-0.028,2957,160,0,3053,0,935,219,555,66,0.000,61,1,1.997,0.077,1.220,1.580,-0.040,-0.027,0.250,0.975,0.076,0.014,0.004,0.000,0.000,0.161,0.316,2,NULL,NULL,,0,0,0,7,255,450,250,0,0
baseline,14,14,0,391087.253,-0.987,0.129,-0.090,-0.028,2939,171,0,3054,0,925,218,567,66,0.000,61,1,2.039,0.035,1.420,1.460,-0.100,-0.033,0.249,0.971,0.032,0.014,0.004,0.000,0.000,0.161,0.316,2,NULL,NULL,,0,0,0,7,255,450,250,0,0
baseline,15,15,0,391092.253,-0.987,0.129,-0.090,-0.028,2936,167,0,3047,0,928,224,563,66,0.000,61,1,1.768,0.028,1.220,1.280,0.020,-0.038,0.249,0.967,-0.024,0.014,-0.008,0.000,0.000,0.161,0.316,2,NULL,NULL,,0,0,0,7,255,450,250,0,0
baseline,15,15,0,391097.254,-0.987,0.129,-0.090,-0.028,2939,169,0,3063,0,934,217,567,66,0.000,61,1,1.493,0.079,0.860,1.160,0.380,-0.043,0.248,0.969,-0.078,0.014,-0.020,0.000,0.000,0.161,0.316,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,15,15,0,391102.254,-0.987,0.129,-0.090,-0.028,2953,166,0,3067,0,937,219,571,66,0.000,61,1,2.039,0.083,0.440,1.100,1.660,-0.039,0.244,0.974,-0.082,0.010,-0.020,0.000,0.000,0.161,0.316,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,391107.254,-0.987,0.129,-0.090,-0.028,2955,165,0,3065,0,936,221,566,66,0.000,61,1,2.512,0.087,0.620,1.160,2.140,-0.029,0.246,0.977,-0.082,-0.028,0.010,0.000,0.000,0.161,0.316,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,391112.253,-0.987,0.129,-0.090,-0.028,2939,160,0,3056,0,930,217,568,66,0.000,61,1,2.555,0.034,1.600,1.100,1.660,-0.022,0.252,0.972,0.020,-0.028,0.010,0.000,0.000,0.161,0.316,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,391117.253,-0.987,0.129,-0.090,-0.028,2949,160,0,3050,0,925,219,571,66,0.000,61,1,2.169,0.067,1.880,0.840,0.680,-0.023,0.244,0.965,0.064,-0.020,0.010,0.000,0.000,0.161,0.316,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,391122.253,-0.987,0.129,-0.090,-0.028,2940,163,0,3055,0,941,220,573,66,0.000,61,1,1.348,0.067,1.100,0.780,0.000,-0.028,0.242,0.968,0.064,-0.020,-0.048,0.000,0.000,0.161,0.316,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
